customer_id,customer_segment
CUST01254,High txn count / Low avg value – Daily Spender
CUST01255,Low txn count / High avg value – Premium User
CUST01256,High Groceries/Fuel ratio – Household User
CUST01257,Low txn count / High avg value – Premium User
CUST01258,High Groceries/Fuel ratio – Household User
CUST01259,Low txn count / High avg value – Premium User
CUST01260,High txn count / Low avg value – Daily Spender
CUST01261,High txn count / Low avg value – Daily Spender
CUST01262,High txn count / Low avg value – Daily Spender
CUST01263,Low txn count / High avg value – Premium User
CUST01264,High Groceries/Fuel ratio – Household User
CUST01265,High Groceries/Fuel ratio – Household User
CUST01266,High txn count / Low avg value – Daily Spender
CUST01267,Low txn count / High avg value – Premium User
CUST01268,High txn count / Low avg value – Daily Spender
CUST01269,High txn count / Low avg value – Daily Spender
CUST01270,High txn count / Low avg value – Daily Spender
CUST01271,High Travel & Dining – Lifestyle User
CUST01272,High txn count / Low avg value – Daily Spender
CUST01273,High Groceries/Fuel ratio – Household User
CUST01274,Low txn count / High avg value – Premium User
CUST01275,High Groceries/Fuel ratio – Household User
CUST01276,High Groceries/Fuel ratio – Household User
CUST01277,Low Activity – Dormant User
CUST01278,High Groceries/Fuel ratio – Household User
CUST01279,Low txn count / High avg value – Premium User
CUST01280,High txn count / Low avg value – Daily Spender
CUST01281,High txn count / Low avg value – Daily Spender
CUST01282,High Groceries/Fuel ratio – Household User
CUST01283,High Groceries/Fuel ratio – Household User
CUST01284,High txn count / Low avg value – Daily Spender
CUST01285,Low txn count / High avg value – Premium User
CUST01286,High Groceries/Fuel ratio – Household User
CUST01287,High txn count / Low avg value – Daily Spender
CUST01288,High Groceries/Fuel ratio – Household User
CUST01289,High Groceries/Fuel ratio – Household User
CUST01290,High txn count / Low avg value – Daily Spender
CUST01291,Low txn count / High avg value – Premium User
CUST01292,Low txn count / High avg value – Premium User
CUST01293,High txn count / Low avg value – Daily Spender
CUST01294,High txn count / Low avg value – Daily Spender
CUST01295,Low txn count / High avg value – Premium User
CUST01296,High Groceries/Fuel ratio – Household User
CUST01297,High Groceries/Fuel ratio – Household User
CUST01298,High Travel & Dining – Lifestyle User
CUST01299,High txn count / Low avg value – Daily Spender
CUST01300,High Groceries/Fuel ratio – Household User
CUST01301,Low txn count / High avg value – Premium User
CUST01302,High Groceries/Fuel ratio – Household User
CUST01303,Low txn count / High avg value – Premium User
CUST01304,High txn count / Low avg value – Daily Spender
CUST01305,Low txn count / High avg value – Premium User
CUST01306,High txn count / Low avg value – Daily Spender
CUST01307,High Travel & Dining – Lifestyle User
CUST01308,High txn count / Low avg value – Daily Spender
CUST01309,Low txn count / High avg value – Premium User
CUST01310,High Groceries/Fuel ratio – Household User
CUST01311,Low txn count / High avg value – Premium User
CUST01312,Low txn count / High avg value – Premium User
CUST01313,Low txn count / High avg value – Premium User
CUST01314,Low txn count / High avg value – Premium User
CUST01315,High txn count / Low avg value – Daily Spender
CUST01316,Low txn count / High avg value – Premium User
CUST01317,High txn count / Low avg value – Daily Spender
CUST01318,High Groceries/Fuel ratio – Household User
CUST01319,High Groceries/Fuel ratio – Household User
CUST01320,High Groceries/Fuel ratio – Household User
CUST01321,High Groceries/Fuel ratio – Household User
CUST01322,Low Activity – Dormant User
CUST01323,High Groceries/Fuel ratio – Household User
CUST01324,Low txn count / High avg value – Premium User
CUST01325,High txn count / Low avg value – Daily Spender
CUST01326,High Groceries/Fuel ratio – Household User
CUST01327,High txn count / Low avg value – Daily Spender
CUST01328,High txn count / Low avg value – Daily Spender
CUST01329,Low txn count / High avg value – Premium User
CUST01330,Low txn count / High avg value – Premium User
CUST01331,High txn count / Low avg value – Daily Spender
CUST01332,High Groceries/Fuel ratio – Household User
CUST01333,Low txn count / High avg value – Premium User
CUST01334,Low txn count / High avg value – Premium User
CUST01335,High txn count / Low avg value – Daily Spender
CUST01336,High Groceries/Fuel ratio – Household User
CUST01337,High txn count / Low avg value – Daily Spender
CUST01338,High Groceries/Fuel ratio – Household User
CUST01339,High Groceries/Fuel ratio – Household User
CUST01340,Low Activity – Dormant User
CUST01341,Low txn count / High avg value – Premium User
CUST01342,High txn count / Low avg value – Daily Spender
CUST01343,High txn count / Low avg value – Daily Spender
CUST01344,High txn count / Low avg value – Daily Spender
CUST01345,Low txn count / High avg value – Premium User
CUST01346,High txn count / Low avg value – Daily Spender
CUST01347,High txn count / Low avg value – Daily Spender
CUST01348,High Groceries/Fuel ratio – Household User
CUST01349,High Groceries/Fuel ratio – Household User
CUST01350,High Travel & Dining – Lifestyle User
CUST01351,Low txn count / High avg value – Premium User
CUST01352,High Groceries/Fuel ratio – Household User
CUST01353,High txn count / Low avg value – Daily Spender
CUST01354,Low txn count / High avg value – Premium User
CUST01355,Low txn count / High avg value – Premium User
CUST01356,Low Activity – Dormant User
CUST01357,Low txn count / High avg value – Premium User
CUST01358,High txn count / Low avg value – Daily Spender
CUST01359,Low txn count / High avg value – Premium User
CUST01360,High Travel & Dining – Lifestyle User
CUST01361,High Groceries/Fuel ratio – Household User
CUST01362,High txn count / Low avg value – Daily Spender
CUST01363,High txn count / Low avg value – Daily Spender
CUST01364,High txn count / Low avg value – Daily Spender
CUST01365,High Groceries/Fuel ratio – Household User
CUST01366,High txn count / Low avg value – Daily Spender
CUST01367,Low Activity – Dormant User
CUST01368,High Groceries/Fuel ratio – Household User
CUST01369,High Groceries/Fuel ratio – Household User
CUST01370,Low Activity – Dormant User
CUST01371,High Groceries/Fuel ratio – Household User
CUST01372,High Travel & Dining – Lifestyle User
CUST01373,Low txn count / High avg value – Premium User
CUST01374,High Groceries/Fuel ratio – Household User
CUST01375,Low Activity – Dormant User
CUST01376,Low txn count / High avg value – Premium User
CUST01377,Low txn count / High avg value – Premium User
CUST01378,High txn count / Low avg value – Daily Spender
CUST01379,Low txn count / High avg value – Premium User
CUST01380,High Groceries/Fuel ratio – Household User
CUST01381,High txn count / Low avg value – Daily Spender
CUST01382,High Travel & Dining – Lifestyle User
CUST01383,High txn count / Low avg value – Daily Spender
CUST01384,Low Activity – Dormant User
CUST01385,High txn count / Low avg value – Daily Spender
CUST01386,High txn count / Low avg value – Daily Spender
CUST01387,High Groceries/Fuel ratio – Household User
CUST01388,High txn count / Low avg value – Daily Spender
CUST01389,Low txn count / High avg value – Premium User
CUST01390,Low txn count / High avg value – Premium User
CUST01391,High Groceries/Fuel ratio – Household User
CUST01392,High Groceries/Fuel ratio – Household User
CUST01393,Low txn count / High avg value – Premium User
CUST01394,High txn count / Low avg value – Daily Spender
CUST01395,Low txn count / High avg value – Premium User
CUST01396,Low txn count / High avg value – Premium User
CUST01397,High Groceries/Fuel ratio – Household User
CUST01398,High txn count / Low avg value – Daily Spender
CUST01399,High txn count / Low avg value – Daily Spender
CUST01400,High Groceries/Fuel ratio – Household User
CUST01401,High Groceries/Fuel ratio – Household User
CUST01402,High Groceries/Fuel ratio – Household User
CUST01403,High txn count / Low avg value – Daily Spender
CUST01404,High txn count / Low avg value – Daily Spender
CUST01405,Low txn count / High avg value – Premium User
CUST01406,Low txn count / High avg value – Premium User
CUST01407,High txn count / Low avg value – Daily Spender
CUST01408,Low txn count / High avg value – Premium User
CUST01409,Low Activity – Dormant User
CUST01410,High Groceries/Fuel ratio – Household User
CUST01411,High Groceries/Fuel ratio – Household User
CUST01412,High txn count / Low avg value – Daily Spender
CUST01413,High Groceries/Fuel ratio – Household User
CUST01414,Low txn count / High avg value – Premium User
CUST01415,High Travel & Dining – Lifestyle User
CUST01416,High Groceries/Fuel ratio – Household User
CUST01417,High Groceries/Fuel ratio – Household User
CUST01418,Low txn count / High avg value – Premium User
CUST01419,High txn count / Low avg value – Daily Spender
CUST01420,High txn count / Low avg value – Daily Spender
CUST01421,Low txn count / High avg value – Premium User
CUST01422,High Groceries/Fuel ratio – Household User
CUST01423,High Groceries/Fuel ratio – Household User
CUST01424,Low Activity – Dormant User
CUST01425,High txn count / Low avg value – Daily Spender
CUST01426,High Groceries/Fuel ratio – Household User
CUST01427,Low txn count / High avg value – Premium User
CUST01428,High txn count / Low avg value – Daily Spender
CUST01429,Low txn count / High avg value – Premium User
CUST01430,Low txn count / High avg value – Premium User
CUST01431,Low txn count / High avg value – Premium User
CUST01432,Low txn count / High avg value – Premium User
CUST01433,High txn count / Low avg value – Daily Spender
CUST01434,High Groceries/Fuel ratio – Household User
CUST01435,High Groceries/Fuel ratio – Household User
CUST01436,High txn count / Low avg value – Daily Spender
CUST01437,High txn count / Low avg value – Daily Spender
CUST01438,High Groceries/Fuel ratio – Household User
CUST01439,High txn count / Low avg value – Daily Spender
CUST01440,High txn count / Low avg value – Daily Spender
CUST01441,High Groceries/Fuel ratio – Household User
CUST01442,High txn count / Low avg value – Daily Spender
CUST01443,Low txn count / High avg value – Premium User
CUST01444,Low txn count / High avg value – Premium User
CUST01445,High Groceries/Fuel ratio – Household User
CUST01446,High txn count / Low avg value – Daily Spender
CUST01447,High Travel & Dining – Lifestyle User
CUST01448,High Travel & Dining – Lifestyle User
CUST01449,High txn count / Low avg value – Daily Spender
CUST01450,Low txn count / High avg value – Premium User
CUST01451,High txn count / Low avg value – Daily Spender
CUST01452,Low txn count / High avg value – Premium User
CUST01453,Low txn count / High avg value – Premium User
CUST01454,High Groceries/Fuel ratio – Household User
CUST01455,Low txn count / High avg value – Premium User
CUST01456,High txn count / Low avg value – Daily Spender
CUST01457,High txn count / Low avg value – Daily Spender
CUST01458,High Groceries/Fuel ratio – Household User
CUST01459,High txn count / Low avg value – Daily Spender
CUST01460,High Travel & Dining – Lifestyle User
CUST01461,High txn count / Low avg value – Daily Spender
CUST01462,High Groceries/Fuel ratio – Household User
CUST01463,High txn count / Low avg value – Daily Spender
CUST01464,High txn count / Low avg value – Daily Spender
CUST01465,High Groceries/Fuel ratio – Household User
CUST01466,High txn count / Low avg value – Daily Spender
CUST01467,Low txn count / High avg value – Premium User
CUST01468,Low txn count / High avg value – Premium User
CUST01469,High txn count / Low avg value – Daily Spender
CUST01470,Low txn count / High avg value – Premium User
CUST01471,High txn count / Low avg value – Daily Spender
CUST01472,Low txn count / High avg value – Premium User
CUST01473,Low txn count / High avg value – Premium User
CUST01474,High txn count / Low avg value – Daily Spender
CUST01475,High txn count / Low avg value – Daily Spender
CUST01476,Low txn count / High avg value – Premium User
CUST01477,High txn count / Low avg value – Daily Spender
CUST01478,High txn count / Low avg value – Daily Spender
CUST01479,Low txn count / High avg value – Premium User
CUST01480,High Travel & Dining – Lifestyle User
CUST01481,High Groceries/Fuel ratio – Household User
CUST01482,Low txn count / High avg value – Premium User
CUST01483,High Groceries/Fuel ratio – Household User
CUST01484,High txn count / Low avg value – Daily Spender
CUST01485,High txn count / Low avg value – Daily Spender
CUST01486,High txn count / Low avg value – Daily Spender
CUST01487,High txn count / Low avg value – Daily Spender
CUST01488,High txn count / Low avg value – Daily Spender
CUST01489,Low txn count / High avg value – Premium User
CUST01490,High Groceries/Fuel ratio – Household User
CUST01491,High txn count / Low avg value – Daily Spender
CUST01492,High Groceries/Fuel ratio – Household User
CUST01493,High Groceries/Fuel ratio – Household User
CUST01494,High txn count / Low avg value – Daily Spender
CUST01495,High txn count / Low avg value – Daily Spender
CUST01496,High txn count / Low avg value – Daily Spender
CUST01497,Low txn count / High avg value – Premium User
CUST01498,High txn count / Low avg value – Daily Spender
CUST01499,Low txn count / High avg value – Premium User
CUST01500,Low txn count / High avg value – Premium User
CUST01501,Low txn count / High avg value – Premium User
CUST01502,High Groceries/Fuel ratio – Household User
CUST01503,High txn count / Low avg value – Daily Spender
CUST01504,High txn count / Low avg value – Daily Spender
CUST01505,High txn count / Low avg value – Daily Spender
CUST01506,Low txn count / High avg value – Premium User
CUST01507,Low txn count / High avg value – Premium User
CUST01508,High txn count / Low avg value – Daily Spender
CUST01509,High txn count / Low avg value – Daily Spender
CUST01510,High Travel & Dining – Lifestyle User
CUST01511,High txn count / Low avg value – Daily Spender
CUST01512,High txn count / Low avg value – Daily Spender
CUST01513,High Groceries/Fuel ratio – Household User
CUST01514,High Groceries/Fuel ratio – Household User
CUST01515,High Groceries/Fuel ratio – Household User
CUST01516,High txn count / Low avg value – Daily Spender
CUST01517,Low txn count / High avg value – Premium User
CUST01518,High Groceries/Fuel ratio – Household User
CUST01519,Low Activity – Dormant User
CUST01520,High Groceries/Fuel ratio – Household User
CUST01521,Low Activity – Dormant User
CUST01522,High txn count / Low avg value – Daily Spender
CUST01523,High Groceries/Fuel ratio – Household User
CUST01524,Low txn count / High avg value – Premium User
CUST01525,High txn count / Low avg value – Daily Spender
CUST01526,High txn count / Low avg value – Daily Spender
CUST01527,High txn count / Low avg value – Daily Spender
CUST01528,Low txn count / High avg value – Premium User
CUST01529,Low txn count / High avg value – Premium User
CUST01530,High txn count / Low avg value – Daily Spender
CUST01531,High txn count / Low avg value – Daily Spender
CUST01532,High txn count / Low avg value – Daily Spender
CUST01533,High txn count / Low avg value – Daily Spender
CUST01534,Low txn count / High avg value – Premium User
CUST01535,High Groceries/Fuel ratio – Household User
CUST01536,High Groceries/Fuel ratio – Household User
CUST01537,High txn count / Low avg value – Daily Spender
CUST01538,High Groceries/Fuel ratio – Household User
CUST01539,Low txn count / High avg value – Premium User
CUST01540,High txn count / Low avg value – Daily Spender
CUST01541,High Groceries/Fuel ratio – Household User
CUST01542,High Groceries/Fuel ratio – Household User
CUST01543,High txn count / Low avg value – Daily Spender
CUST01544,Low txn count / High avg value – Premium User
CUST01545,Low txn count / High avg value – Premium User
CUST01546,High txn count / Low avg value – Daily Spender
CUST01547,Low txn count / High avg value – Premium User
CUST01548,High Groceries/Fuel ratio – Household User
CUST01549,High txn count / Low avg value – Daily Spender
CUST01550,Low txn count / High avg value – Premium User
CUST01551,High txn count / Low avg value – Daily Spender
CUST01552,Low txn count / High avg value – Premium User
CUST01553,High txn count / Low avg value – Daily Spender
CUST01554,High Groceries/Fuel ratio – Household User
CUST01555,High Groceries/Fuel ratio – Household User
CUST01556,High txn count / Low avg value – Daily Spender
CUST01557,Low txn count / High avg value – Premium User
CUST01558,Low txn count / High avg value – Premium User
CUST01559,High Travel & Dining – Lifestyle User
CUST01560,High txn count / Low avg value – Daily Spender
CUST01561,High Groceries/Fuel ratio – Household User
CUST01562,High txn count / Low avg value – Daily Spender
CUST01563,High txn count / Low avg value – Daily Spender
CUST01564,High txn count / Low avg value – Daily Spender
CUST01565,High Groceries/Fuel ratio – Household User
CUST01566,High txn count / Low avg value – Daily Spender
CUST01567,High Groceries/Fuel ratio – Household User
CUST01568,High txn count / Low avg value – Daily Spender
CUST01569,Low txn count / High avg value – Premium User
CUST01570,Low txn count / High avg value – Premium User
CUST01571,High Groceries/Fuel ratio – Household User
CUST01572,Low Activity – Dormant User
CUST01573,Low txn count / High avg value – Premium User
CUST01574,High Groceries/Fuel ratio – Household User
CUST01575,High Groceries/Fuel ratio – Household User
CUST01576,High Groceries/Fuel ratio – Household User
CUST01577,High txn count / Low avg value – Daily Spender
CUST01578,High txn count / Low avg value – Daily Spender
CUST01579,Low txn count / High avg value – Premium User
CUST01580,High Groceries/Fuel ratio – Household User
CUST01581,High txn count / Low avg value – Daily Spender
CUST01582,Low txn count / High avg value – Premium User
CUST01583,Low txn count / High avg value – Premium User
CUST01584,High Travel & Dining – Lifestyle User
CUST01585,High Groceries/Fuel ratio – Household User
CUST01586,High txn count / Low avg value – Daily Spender
CUST01587,High Groceries/Fuel ratio – Household User
CUST01588,Low txn count / High avg value – Premium User
CUST01589,High txn count / Low avg value – Daily Spender
CUST01590,High txn count / Low avg value – Daily Spender
CUST01591,High Travel & Dining – Lifestyle User
CUST01592,High Groceries/Fuel ratio – Household User
CUST01593,High Groceries/Fuel ratio – Household User
CUST01594,High txn count / Low avg value – Daily Spender
CUST01595,Low txn count / High avg value – Premium User
CUST01596,Low Activity – Dormant User
CUST01597,High Groceries/Fuel ratio – Household User
CUST01598,High Groceries/Fuel ratio – Household User
CUST01599,High Travel & Dining – Lifestyle User
CUST01600,High Groceries/Fuel ratio – Household User
CUST01601,Low Activity – Dormant User
CUST01602,High Groceries/Fuel ratio – Household User
CUST01603,High txn count / Low avg value – Daily Spender
CUST01604,High Groceries/Fuel ratio – Household User
CUST01605,Low txn count / High avg value – Premium User
CUST01606,High Groceries/Fuel ratio – Household User
CUST01607,High Travel & Dining – Lifestyle User
CUST01608,High Groceries/Fuel ratio – Household User
CUST01609,Low txn count / High avg value – Premium User
CUST01610,High txn count / Low avg value – Daily Spender
CUST01611,High txn count / Low avg value – Daily Spender
CUST01612,Low txn count / High avg value – Premium User
CUST01613,High txn count / Low avg value – Daily Spender
CUST01614,High txn count / Low avg value – Daily Spender
CUST01615,High txn count / Low avg value – Daily Spender
CUST01616,High Travel & Dining – Lifestyle User
CUST01617,High txn count / Low avg value – Daily Spender
CUST01618,Low txn count / High avg value – Premium User
CUST01619,High txn count / Low avg value – Daily Spender
CUST01620,Low txn count / High avg value – Premium User
CUST01621,High Groceries/Fuel ratio – Household User
CUST01622,Low txn count / High avg value – Premium User
CUST01623,High txn count / Low avg value – Daily Spender
CUST01624,High Groceries/Fuel ratio – Household User
CUST01625,High txn count / Low avg value – Daily Spender
CUST01626,High Groceries/Fuel ratio – Household User
CUST01627,Low txn count / High avg value – Premium User
CUST01628,High Groceries/Fuel ratio – Household User
CUST01629,Low txn count / High avg value – Premium User
CUST01630,High txn count / Low avg value – Daily Spender
CUST01631,High txn count / Low avg value – Daily Spender
CUST01632,High txn count / Low avg value – Daily Spender
CUST01633,High txn count / Low avg value – Daily Spender
CUST01634,Low txn count / High avg value – Premium User
CUST01635,High Groceries/Fuel ratio – Household User
CUST01636,High txn count / Low avg value – Daily Spender
CUST01637,High Groceries/Fuel ratio – Household User
CUST01638,High txn count / Low avg value – Daily Spender
CUST01639,High txn count / Low avg value – Daily Spender
CUST01640,High Groceries/Fuel ratio – Household User
CUST01641,High txn count / Low avg value – Daily Spender
CUST01642,Low txn count / High avg value – Premium User
CUST01643,High txn count / Low avg value – Daily Spender
CUST01644,High Groceries/Fuel ratio – Household User
CUST01645,High txn count / Low avg value – Daily Spender
CUST01646,High Groceries/Fuel ratio – Household User
CUST01647,Low txn count / High avg value – Premium User
CUST01648,High txn count / Low avg value – Daily Spender
CUST01649,High txn count / Low avg value – Daily Spender
CUST01650,High Groceries/Fuel ratio – Household User
CUST01651,High txn count / Low avg value – Daily Spender
CUST01652,High txn count / Low avg value – Daily Spender
CUST01653,High txn count / Low avg value – Daily Spender
CUST01654,Low txn count / High avg value – Premium User
CUST01655,Low txn count / High avg value – Premium User
CUST01656,Low txn count / High avg value – Premium User
CUST01657,High txn count / Low avg value – Daily Spender
CUST01658,High txn count / Low avg value – Daily Spender
CUST01659,Low txn count / High avg value – Premium User
CUST01660,High txn count / Low avg value – Daily Spender
CUST01661,Low txn count / High avg value – Premium User
CUST01662,Low Activity – Dormant User
CUST01663,Low txn count / High avg value – Premium User
CUST01664,High Travel & Dining – Lifestyle User
CUST01665,High txn count / Low avg value – Daily Spender
CUST01666,High Groceries/Fuel ratio – Household User
CUST01667,High txn count / Low avg value – Daily Spender
CUST01668,High Groceries/Fuel ratio – Household User
CUST01669,High txn count / Low avg value – Daily Spender
CUST01670,High txn count / Low avg value – Daily Spender
CUST01671,High txn count / Low avg value – Daily Spender
CUST01672,High txn count / Low avg value – Daily Spender
CUST01673,Low Activity – Dormant User
CUST01674,High txn count / Low avg value – Daily Spender
CUST01675,High txn count / Low avg value – Daily Spender
CUST01676,High Groceries/Fuel ratio – Household User
CUST01677,Low txn count / High avg value – Premium User
CUST01678,High Groceries/Fuel ratio – Household User
CUST01679,High txn count / Low avg value – Daily Spender
CUST01680,High txn count / Low avg value – Daily Spender
CUST01681,Low Activity – Dormant User
CUST01682,High txn count / Low avg value – Daily Spender
CUST01683,Low Activity – Dormant User
CUST01684,High Groceries/Fuel ratio – Household User
CUST01685,High Travel & Dining – Lifestyle User
CUST01686,Low txn count / High avg value – Premium User
CUST01687,Low txn count / High avg value – Premium User
CUST01688,High txn count / Low avg value – Daily Spender
CUST01689,High txn count / Low avg value – Daily Spender
CUST01690,High Groceries/Fuel ratio – Household User
CUST01691,Low txn count / High avg value – Premium User
CUST01692,High txn count / Low avg value – Daily Spender
CUST01693,High Groceries/Fuel ratio – Household User
CUST01694,High txn count / Low avg value – Daily Spender
CUST01695,High Groceries/Fuel ratio – Household User
CUST01696,High Groceries/Fuel ratio – Household User
CUST01697,High Groceries/Fuel ratio – Household User
CUST01698,Low Activity – Dormant User
CUST01699,Low txn count / High avg value – Premium User
CUST01700,Low txn count / High avg value – Premium User
CUST01701,Low txn count / High avg value – Premium User
CUST01702,High txn count / Low avg value – Daily Spender
CUST01703,Low txn count / High avg value – Premium User
CUST01704,Low txn count / High avg value – Premium User
CUST01705,High Groceries/Fuel ratio – Household User
CUST01706,High txn count / Low avg value – Daily Spender
CUST01707,High Groceries/Fuel ratio – Household User
CUST01708,High txn count / Low avg value – Daily Spender
CUST01709,High txn count / Low avg value – Daily Spender
CUST01710,High Groceries/Fuel ratio – Household User
CUST01711,High Groceries/Fuel ratio – Household User
CUST01712,High txn count / Low avg value – Daily Spender
CUST01713,Low txn count / High avg value – Premium User
CUST01714,High Groceries/Fuel ratio – Household User
CUST01715,High txn count / Low avg value – Daily Spender
CUST01716,High Groceries/Fuel ratio – Household User
CUST01717,High txn count / Low avg value – Daily Spender
CUST01718,Low txn count / High avg value – Premium User
CUST01719,Low txn count / High avg value – Premium User
CUST01720,High Groceries/Fuel ratio – Household User
CUST01721,High Groceries/Fuel ratio – Household User
CUST01722,High txn count / Low avg value – Daily Spender
CUST01723,High Groceries/Fuel ratio – Household User
CUST01724,High txn count / Low avg value – Daily Spender
CUST01725,High Groceries/Fuel ratio – Household User
CUST01726,Low txn count / High avg value – Premium User
CUST01727,High Travel & Dining – Lifestyle User
CUST01728,Low txn count / High avg value – Premium User
CUST01729,High txn count / Low avg value – Daily Spender
CUST01730,High txn count / Low avg value – Daily Spender
CUST01731,High txn count / Low avg value – Daily Spender
CUST01732,Low txn count / High avg value – Premium User
CUST01733,Low txn count / High avg value – Premium User
CUST01734,High Groceries/Fuel ratio – Household User
CUST01735,High Travel & Dining – Lifestyle User
CUST01736,Low txn count / High avg value – Premium User
CUST01737,High Groceries/Fuel ratio – Household User
CUST01738,High txn count / Low avg value – Daily Spender
CUST01739,Low txn count / High avg value – Premium User
CUST01740,Low txn count / High avg value – Premium User
CUST01741,High txn count / Low avg value – Daily Spender
CUST01742,High txn count / Low avg value – Daily Spender
CUST01743,High Groceries/Fuel ratio – Household User
CUST01744,Low txn count / High avg value – Premium User
CUST01745,Low txn count / High avg value – Premium User
CUST01746,High Groceries/Fuel ratio – Household User
CUST01747,High txn count / Low avg value – Daily Spender
CUST01748,High txn count / Low avg value – Daily Spender
CUST01749,High Groceries/Fuel ratio – Household User
CUST01750,Low txn count / High avg value – Premium User
CUST01751,High Groceries/Fuel ratio – Household User
CUST01752,High Groceries/Fuel ratio – Household User
CUST01753,High Groceries/Fuel ratio – Household User
CUST01754,Low txn count / High avg value – Premium User
CUST01755,High Travel & Dining – Lifestyle User
CUST01756,Low txn count / High avg value – Premium User
CUST01757,Low txn count / High avg value – Premium User
CUST01758,High Groceries/Fuel ratio – Household User
CUST01759,Low txn count / High avg value – Premium User
CUST01760,Low txn count / High avg value – Premium User
CUST01761,Low txn count / High avg value – Premium User
CUST01762,High Groceries/Fuel ratio – Household User
CUST01763,Low txn count / High avg value – Premium User
CUST01764,High Groceries/Fuel ratio – Household User
CUST01765,High txn count / Low avg value – Daily Spender
CUST01766,High txn count / Low avg value – Daily Spender
CUST01767,Low txn count / High avg value – Premium User
CUST01768,High Travel & Dining – Lifestyle User
CUST01769,High txn count / Low avg value – Daily Spender
CUST01770,Low txn count / High avg value – Premium User
CUST01771,High txn count / Low avg value – Daily Spender
CUST01772,Low txn count / High avg value – Premium User
CUST01773,Low txn count / High avg value – Premium User
CUST01774,High txn count / Low avg value – Daily Spender
CUST01775,High txn count / Low avg value – Daily Spender
CUST01776,High txn count / Low avg value – Daily Spender
CUST01777,Low txn count / High avg value – Premium User
CUST01778,High txn count / Low avg value – Daily Spender
CUST01779,Low txn count / High avg value – Premium User
CUST01780,High Groceries/Fuel ratio – Household User
CUST01781,Low Activity – Dormant User
CUST01782,Low txn count / High avg value – Premium User
CUST01783,High txn count / Low avg value – Daily Spender
CUST01784,High txn count / Low avg value – Daily Spender
CUST01785,High txn count / Low avg value – Daily Spender
CUST01786,High txn count / Low avg value – Daily Spender
CUST01787,High txn count / Low avg value – Daily Spender
CUST01788,High Groceries/Fuel ratio – Household User
CUST01789,Low txn count / High avg value – Premium User
CUST01790,High Groceries/Fuel ratio – Household User
CUST01791,High txn count / Low avg value – Daily Spender
CUST01792,Low txn count / High avg value – Premium User
CUST01793,High txn count / Low avg value – Daily Spender
CUST01794,High Groceries/Fuel ratio – Household User
CUST01795,High Groceries/Fuel ratio – Household User
CUST01796,High txn count / Low avg value – Daily Spender
CUST01797,High Groceries/Fuel ratio – Household User
CUST01798,Low txn count / High avg value – Premium User
CUST01799,High Groceries/Fuel ratio – Household User
CUST01800,High txn count / Low avg value – Daily Spender
CUST01801,High txn count / Low avg value – Daily Spender
CUST01802,High txn count / Low avg value – Daily Spender
CUST01803,High txn count / Low avg value – Daily Spender
CUST01804,High Travel & Dining – Lifestyle User
CUST01805,High txn count / Low avg value – Daily Spender
CUST01806,High txn count / Low avg value – Daily Spender
CUST01807,High Groceries/Fuel ratio – Household User
CUST01808,High Groceries/Fuel ratio – Household User
CUST01809,High Groceries/Fuel ratio – Household User
CUST01810,High txn count / Low avg value – Daily Spender
CUST01811,High txn count / Low avg value – Daily Spender
CUST01812,High txn count / Low avg value – Daily Spender
CUST01813,High Groceries/Fuel ratio – Household User
CUST01814,High Groceries/Fuel ratio – Household User
CUST01815,Low txn count / High avg value – Premium User
CUST01816,High txn count / Low avg value – Daily Spender
CUST01817,High txn count / Low avg value – Daily Spender
CUST01818,High txn count / Low avg value – Daily Spender
CUST01819,High txn count / Low avg value – Daily Spender
CUST01820,High Groceries/Fuel ratio – Household User
CUST01821,High Groceries/Fuel ratio – Household User
CUST01822,High txn count / Low avg value – Daily Spender
CUST01823,High txn count / Low avg value – Daily Spender
CUST01824,High txn count / Low avg value – Daily Spender
CUST01825,High Groceries/Fuel ratio – Household User
CUST01826,High Groceries/Fuel ratio – Household User
CUST01827,High Travel & Dining – Lifestyle User
CUST01828,High txn count / Low avg value – Daily Spender
CUST01829,High txn count / Low avg value – Daily Spender
CUST01830,Low txn count / High avg value – Premium User
CUST01831,High txn count / Low avg value – Daily Spender
CUST01832,Low txn count / High avg value – Premium User
CUST01833,High txn count / Low avg value – Daily Spender
CUST01834,High txn count / Low avg value – Daily Spender
CUST01835,High txn count / Low avg value – Daily Spender
CUST01836,High Groceries/Fuel ratio – Household User
CUST01837,High txn count / Low avg value – Daily Spender
CUST01838,Low txn count / High avg value – Premium User
CUST01839,High Groceries/Fuel ratio – Household User
CUST01840,High txn count / Low avg value – Daily Spender
CUST01841,Low txn count / High avg value – Premium User
CUST01842,Low txn count / High avg value – Premium User
CUST01843,High txn count / Low avg value – Daily Spender
CUST01844,Low txn count / High avg value – Premium User
CUST01845,High Groceries/Fuel ratio – Household User
CUST01846,High Groceries/Fuel ratio – Household User
CUST01847,High Groceries/Fuel ratio – Household User
CUST01848,Low txn count / High avg value – Premium User
CUST01849,High txn count / Low avg value – Daily Spender
CUST01850,High txn count / Low avg value – Daily Spender
CUST01851,High Travel & Dining – Lifestyle User
CUST01852,High Travel & Dining – Lifestyle User
CUST01853,High Travel & Dining – Lifestyle User
CUST01854,High txn count / Low avg value – Daily Spender
CUST01855,High txn count / Low avg value – Daily Spender
